Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011]
Population density (people per sq. km of land area),EN.POP.DNST,Brazil,BRA,17.9936137705279,18.2955600169416,18.5901419454568,18.8812606632576,19.1741832512975,19.4726403242827,19.7775049233442,20.0874638376481,20.4012474067197,20.7166984520479,21.0317655602802,21.3467824180978,21.6609906031725,21.9698807390161,22.2676771386935,22.5503808263561,22.8158706362899,23.065481195577,23.3029951639958,23.5340994527491,23.7629673587664,23.9906945803731
Population density (people per sq. km of land area),EN.POP.DNST,Brunei Darussalam,BRN,48.7550284629981,50.1641366223909,51.6108159392789,53.077229601518,54.5394686907021,55.9791271347249,57.3907020872865,58.7753320683112,60.1277039848197,61.4444022770398,62.7237191650854,63.9609108159393,65.158064516129,66.3296015180266,67.4952561669829,68.6696394686907,69.8576850094877,71.0548387096774,72.2554079696395,73.449715370019,74.6303605313093,75.7956356736243
Population density (people per sq. km of land area),EN.POP.DNST,Bulgaria,BGR,78.8058302449607,78.0291693030823,77.1957335261683,76.5824188737232,76.3227967097532,75.9836120401338,75.5927506101419,75.1339419687246,74.6342402603272,74.216975503932,73.8513242339329,72.4964476181868,72.3204779411765,71.927525972235,71.5443269584406,71.2435567010309,70.8737917702292,69.4718534204954,68.98592210662,68.5744565217391,68.1245302137067,67.6890935887988
Population density (people per sq. km of land area),EN.POP.DNST,Burkina Faso,BFA,32.2040679824561,33.0778143274854,33.9806871345029,34.914009502924,35.8793347953216,36.878201754386,37.9123135964912,38.9831176900585,40.0917141812865,41.2390935672515,42.4266959064327,43.6540204678363,44.9231871345029,46.2412134502924,47.6171016081871,49.0567580409357,50.5635782163743,52.1345102339181,53.7610051169591,55.4307602339181,57.1347441520468,58.8700694444444
Population density (people per sq. km of land area),EN.POP.DNST,Burundi,BDI,218.580257009346,224.276830218069,229.561176012461,234.419820872274,238.864524922118,242.952881619938,246.628309968847,250.015459501558,253.579439252336,257.932515576324,263.515303738318,270.510903426791,278.81300623053,288.209306853583,298.34941588785,308.964680685358,320.018302180685,331.564563862928,343.527842679128,355.832788161994,368.423559190031,381.236409657321
Population density (people per sq. km of land area),EN.POP.DNST,Cabo Verde,CPV,84.6789081885856,86.6813895781638,88.9511166253102,91.4200992555831,93.9858560794045,96.5647642679901,99.1334987593052,101.68858560794,104.189578163772,106.594540942928,108.867741935484,111.006699751861,113.001488833747,114.807692307692,116.373449131514,117.673449131514,118.67617866005,119.42382133995,120.055583126551,120.76253101737,121.682133995037,122.8682382134
Population density (people per sq. km of land area),EN.POP.DNST,Cambodia,KHM,51.0358939496941,52.8189836845683,54.7203602991162,56.6909811919329,58.663341264446,60.5849705415817,62.4414343983685,64.234834579651,65.9500849762067,67.5748130523453,69.1021130750057,70.5239123045547,71.8444595513256,73.0864321323363,74.2824269204623,75.4592000906413,76.6222524359846,77.7741898934965,78.9353047813279,80.1288069340585,81.3708701563562,82.6710797643327
Population density (people per sq. km of land area),EN.POP.DNST,Cameroon,CMR,25.5343847179032,26.2958494637304,27.071013940894,27.8587294535762,28.6577880730257,29.4674853504263,30.2874722345624,31.1183622093884,31.9617312940281,32.8198028389499,33.6944701825644,34.5864568128451,35.4962535169554,36.425273423452,37.375084089611,38.3469759471981,39.3414757462292,40.3589938863151,41.4004738634681,42.4668866747054,43.5587696473525,44.6765776057202
Population density (people per sq. km of land area),EN.POP.DNST,Canada,CAN,3.05613563959351,3.09799868257691,3.13625838647563,3.17076794329142,3.20139374125063,3.22801646448951,3.26297546272012,3.29764854275192,3.32631734060885,3.35395243420857,3.38369892373792,3.41803110130192,3.44883328879608,3.48336340972848,3.51844337335088,3.55330339989729,3.58173081681331,3.61663736005129,3.65598905153236,3.69808478794217,3.73951026611287,3.77662530749952
Population density (people per sq. km of land area),EN.POP.DNST,Cayman Islands,CYM,104.204166666667,109.2125,114.175,119.383333333333,125.229166666667,131.966666666667,139.729166666667,148.316666666667,157.258333333333,165.875,173.6875,180.4875,186.425,191.8,197.079166666667,202.595833333333,208.45,214.5,220.520833333333,226.1875,231.2875,235.75
Population density (people per sq. km of land area),EN.POP.DNST,Central African Republic,CAF,4.71577257696876,4.83314071077723,4.95865196314488,5.0898070564063,5.22279687951459,5.35465022954188,5.48518893062378,5.61480304343639,5.74180230504992,5.8642492535876,5.98100741596841,6.09116986099072,6.19567883399146,6.29762432180808,6.40132267488523,6.51001316254133,6.62479052297024,6.74516677902982,6.8708546020739,7.00101447879547,7.13501717551125,7.27295097755947
Population density (people per sq. km of land area),EN.POP.DNST,Chad,TCD,4.73159307496823,4.8850166772554,5.04302255400254,5.2069790343075,5.37889453621347,5.56038278271919,5.75128494282084,5.95151127700127,6.16276763024142,6.38716089580686,6.62589024777637,6.88024062897077,7.14906448538755,7.4281416772554,7.71164072426938,7.99549872935197,8.27796696315121,8.56059720457433,8.84668043202033,9.14114914231258,9.44756988564168,9.7669250317662
Population density (people per sq. km of land area),EN.POP.DNST,Channel Islands,CHI,725.09793814433,729.731958762887,733.288659793814,736.19587628866,739.113402061856,742.525773195876,746.556701030928,751.077319587629,756.025773195876,761.247422680412,766.623711340206,772.149484536082,777.860824742268,783.680412371134,789.536082474227,795.350515463918,801.10824742268,806.783505154639,812.30412371134,817.592783505155,839.91052631579,844.678947368421
Population density (people per sq. km of land area),EN.POP.DNST,Chile,CHL,17.6740234448551,17.9602949166949,18.2466148060877,18.5313826439212,18.8129078506372,19.0899463641108,19.361668361281,19.6280321492552,19.8896738808821,20.1477327135887,20.4031393403377,20.656028254332,20.9063685221349,21.1547962965952,21.402063394716,21.6487938649581,21.8951275802521,22.1412138280531,22.3876578277734,22.6351481846107,22.8840829984453,23.1345860030234
Population density (people per sq. km of land area),EN.POP.DNST,China,CHN,120.915506084734,122.576625036615,124.088088834447,125.522861023087,126.949644502437,128.336621134526,129.688982907321,131.023100200996,132.286384121395,133.436760709953,134.492481002789,135.473048750848,136.383779609948,137.235919250104,138.053436689892,138.867766063821,139.645342881819,140.376588050196,141.097705219827,141.801244134798,142.487743405,143.172112343875
Population density (people per sq. km of land area),EN.POP.DNST,Colombia,COL,30.8891960342497,31.4707255520505,32.0492861649392,32.6229562866156,33.1893095989184,33.7467147363677,34.2938621000451,34.831373591708,35.3619278954484,35.889390716539,36.4163668319063,36.9435863001352,37.4695745831456,37.9920207300586,38.5075772870662,39.0136421811627,39.5094583145561,39.9951753041911,40.4701757548445,40.9340027039207,41.3863010365029,41.8264497521406
Population density (people per sq. km of land area),EN.POP.DNST,Comoros,COM,223.075765717356,229.74529822676,236.567436861902,243.518538420204,250.569048898442,257.696937130575,264.900053734551,272.178936055884,279.516389038152,286.893605588393,294.301988178399,301.732939279957,309.20365394949,316.765180010747,324.486297689414,332.419129500269,340.577109081139,348.954325631381,357.557227297152,366.386351423966,375.440623320795,384.724341751746
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Dem. Rep.",ZAR,15.4221018504224,16.016060078075,16.666520367879,17.3419002668666,17.9987256566904,18.6072737698772,19.1548474890276,19.6547702961999,20.1353957786551,20.6383793917205,21.1943556604398,21.8120531086654,22.4835830705101,23.2029324452482,23.9583842438411,24.7411993559913,25.5516375907016,26.3932754019541,27.2641882622792,28.1621918352043,29.0856893319512,30.0334690456761
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Rep.",COG,6.98819033674963,7.17459736456808,7.36429575402635,7.55872913616398,7.75977745241581,7.96860029282577,8.18712445095168,8.41475256222548,8.64717715959004,8.87838653001464,9.10474084919473,9.3232298682284,9.5369458272328,9.75567789165447,9.99294875549048,10.2579385065886,10.5551830161054,10.8804245973646,11.2233411420205,11.5689194729136,11.9065241581259,12.2326061493411
Population density (people per sq. km of land area),EN.POP.DNST,Costa Rica,CRI,60.6344300822562,62.1945554249902,63.7967685076381,65.4329220524873,67.091500195848,68.7607716412064,70.4413043478261,72.1254406580494,73.7831766549158,75.37651782217,76.8791617704661,78.2765374069722,79.577124951038,80.8063063063063,82.002330591461,83.1931649040345,84.3867998433216,85.5751077164121,86.7509988249119,87.9017038777908,89.0182726204465,90.0996278887583
Population density (people per sq. km of land area),EN.POP.DNST,Cote d'Ivoire,CIV,38.2575754716981,39.6256823899371,41.0280094339623,42.4518742138365,43.8798081761006,45.2966666666667,46.7050094339623,48.101855345912,49.4606352201258,50.7478742138365,51.9432327044025,53.0357735849057,54.0422044025157,55.0048396226415,55.9827547169811,57.0210754716981,58.1333081761006,59.3150062893082,60.5712169811321,61.9022295597484,63.3072547169811,64.7929937106918
Population density (people per sq. km of land area),EN.POP.DNST,Croatia,HRV,85.4945448041495,80.6653550348775,79.9499195135038,82.9905204793418,83.1693793596852,83.5092112323377,80.2786709539121,81.6720257234727,80.5043820425684,81.4523341083885,79.1629404399929,79.4133428724736,79.4133428724736,79.4133428724736,79.3245175125089,79.3781272337384,79.3423874195854,79.2709077912795,79.2442458899214,79.1472122944961,78.945335954253,76.4943173695497
Population density (people per sq. km of land area),EN.POP.DNST,Cuba,CUB,98.5296275605214,99.2977374301676,99.9606610800745,100.535903165736,101.056191806331,101.546070763501,102.005325884544,102.424869646183,102.81092178771,103.170446927374,103.508258845438,103.831210428305,105.12773756932,105.402603383459,105.635560567616,105.79718151071,105.940045100066,106.013181134912,106.071392333709,106.139064261556,106.239505824878,106.384535888764
Population density (people per sq. km of land area),EN.POP.DNST,Curacao,CUW,327.477477477477,325.231981981982,324.126126126126,324.997747747748,325.743243243243,326.88963963964,329.518018018018,330.981981981982,325.387387387387,314.027027027027,301.486486486487,290.646396396396,291.002252252252,297.065315315315,302.234234234234,310.040540540541,318.105855855856,324.45045045045,328.558558558559,330.704954954955,334.916666666667,339.709459459459
Population density (people per sq. km of land area),EN.POP.DNST,Cyprus,CYP,82.9665584415584,84.7551948051948,86.6515151515152,88.6162337662338,90.602380952381,92.5745670995671,94.5071428571429,96.3996753246753,98.2727272727273,100.161363636364,102.087337662338,104.056493506494,106.047943722944,108.024891774892,109.937987012987,111.751731601732,113.451623376623,115.047619047619,116.559523809524,118.017965367965,119.446428571429,120.848917748918
Population density (people per sq. km of land area),EN.POP.DNST,Czech Republic,CZE,133.7304904879,133.409835641258,133.546305163712,133.68519477158,133.73349294681,133.651520641905,133.496065743497,133.352284198266,133.225999741167,133.089944350977,132.717264138734,132.219554807817,131.96474699107,131.926983305293,131.984222107171,132.166916903961,132.542459546926,133.318161812298,134.428517799353,135.196582524272,135.608622475401,135.889280165717
Population density (people per sq. km of land area),EN.POP.DNST,Denmark,DNK,121.277164425572,121.592309506959,121.880037709168,122.286778222955,122.700447796371,123.341338675465,124.041338675465,124.557883572944,125.011053499882,125.425382983738,125.84529813811,126.297030403017,126.701178411501,127.046288003771,127.375041244403,127.726419985859,128.146877209522,128.716427056328,129.474923403252,130.169573415037,130.749069054914,131.288522271977
Population density (people per sq. km of land area),EN.POP.DNST,Djibouti,DJI,25.3820534943917,26.3450819672131,27.0518981880932,27.5761432269198,28.0361518550475,28.5192407247627,29.0423641069888,29.579119930975,30.123209663503,30.6579810181191,31.1717860224331,31.6690250215703,32.1595772217429,32.6426229508197,33.1166522864538,33.5809318377912,34.0354184641933,34.4827006039689,34.9283433994823,35.3795081967213,35.8413287316652,36.3158757549612
Population density (people per sq. km of land area),EN.POP.DNST,Dominica,DMA,94.5706666666667,94.4653333333333,94.6373333333333,94.94,95.1626666666667,95.156,94.8613333333333,94.3413333333333,93.7266666666667,93.2026666666667,92.9053333333333,92.88,93.0746666666667,93.4106666666667,93.7666666666667,94.056,94.2533333333333,94.3933333333333,94.508,94.66,94.8893333333333,95.2026666666667
Population density (people per sq. km of land area),EN.POP.DNST,Dominican Republic,DOM,148.668170529801,151.606415562914,154.564383278146,157.521999172185,160.452235099338,163.336506622517,166.165438741722,168.946067880795,171.696502483444,174.443625827815,177.206601821192,179.990211092715,182.787375827815,185.591038907285,188.389838576159,191.174772350993,193.943149834437,196.695695364238,199.430691225166,202.146875,204.842363410596,207.515314569536
Population density (people per sq. km of land area),EN.POP.DNST,Ecuador,ECU,36.9097131917353,37.7871261378414,38.6709651784424,39.5578673602081,40.4438520445022,41.3255887877474,42.2030053460483,43.0753901170351,48.9768360444516,49.9222539861491,50.8479465292318,51.7504952488323,52.6334997584152,53.5094218070543,54.3954139152843,55.3037204058625,56.2388870993719,57.1971291673377,58.1720083749396,59.1532855532292,60.1332420679659,61.1100016105653
Population density (people per sq. km of land area),EN.POP.DNST,"Egypt, Arab Rep.",EGY,56.6550534933949,57.9535165000753,59.1913385905872,60.3831161786127,61.5529127530263,62.7199025566327,63.8863117183183,65.0505459842282,66.2239449495203,67.4196363453714,68.6472499874429,69.9180722286403,71.2328193279421,72.5778552413481,73.9324606961676,75.2846602039279,76.6229192827364,77.9600452056859,79.3371058315335,80.8101290873474,82.4159867396655,84.1706102767592
Population density (people per sq. km of land area),EN.POP.DNST,El Salvador,SLV,253.478861003861,256.832818532819,260.238513513514,263.602027027027,266.795945945946,269.726978764479,272.363079150579,274.724903474904,276.837596525097,278.74806949807,280.494015444015,282.08194980695,283.508735521236,284.793870656371,285.959893822394,287.027316602317,288.009459459459,288.919594594595,289.777944015444,290.606563706564,291.424034749035,292.239768339768
Population density (people per sq. km of land area),EN.POP.DNST,Equatorial Guinea,GNQ,13.4532263814617,13.9173262032086,14.4057397504456,14.9165418894831,15.443743315508,15.9833155080214,16.5363279857397,17.1064527629234,17.6944741532977,18.3011408199643,18.9267736185383,19.5724420677362,20.2375757575758,20.9187878787879,21.6114438502674,22.312513368984,23.0202495543672,23.7361140819964,24.4642780748663,25.2105169340463,25.9789661319073,26.7706951871658
Population density (people per sq. km of land area),EN.POP.DNST,Eritrea,ERI,31.0800297029703,31.293504950495,31.2932376237624,31.1961485148515,31.1670396039604,31.3276732673267,31.7088910891089,32.2832871287129,33.0418514851485,33.9569900990099,35.0015445544554,36.1881782178218,37.5102178217822,38.8951287128713,40.2471089108911,41.4977524752475,42.6182178217822,43.6267227722772,44.5607722772277,45.4806831683168,46.4323168316832,47.4214653465347
Population density (people per sq. km of land area),EN.POP.DNST,Estonia,EST,37.0175513092711,36.8321302193914,36.1663364000944,35.2471809389007,34.5013918376976,33.8908704883227,33.3945270110875,33.0156876621845,32.7000707714083,32.5694739325313,32.9555319650861,32.7462845010616,32.5395140363293,32.3359282849729,32.1431941495636,31.9597782495872,31.7718801604152,31.6272705826846,31.5425807973579,31.4818353385232,31.4101203113942,31.3149091766926
Population density (people per sq. km of land area),EN.POP.DNST,Ethiopia,ETH,43.6485867393279,45.2179718437784,46.8690063578565,53.477944,55.366517,57.237226,59.076414,60.893264,62.707547,64.550161,66.443603,68.393128,70.39117,72.43229,74.506974,76.608431,78.735675,80.891968,83.079608,85.302099,87.561814,89.858696
Population density (people per sq. km of land area),EN.POP.DNST,Faroe Islands,FRO,34.4061604584527,34.0214899713467,33.3624641833811,32.5938395415473,31.9484240687679,31.5895415472779,31.5766475644699,31.8531518624642,32.3252148997135,32.8452722063037,33.3030085959885,33.676217765043,33.9914040114613,34.2492836676218,34.4577363896848,34.6253581661891,34.7457020057307,34.8130372492837,34.8345272206304,34.8230659025788,34.7901146131805,34.7363896848138
Population density (people per sq. km of land area),EN.POP.DNST,Fiji,FJI,39.8810071154899,40.2555555555556,40.751724137931,41.3258894362343,41.9083743842365,42.4465243568692,42.9380952380952,43.3967706622879,43.8048166392994,44.1430760810071,44.4019157088123,44.5656814449918,44.6464696223317,44.6976464148878,44.7922824302135,44.9819376026273,45.2868089764642,45.6885057471264,46.1524904214559,46.6258347016968,47.0690749863164,47.4727422003284
Population density (people per sq. km of land area),EN.POP.DNST,Finland,FIN,16.3709609639187,16.4606191930136,16.5533733871762,16.6336616435208,16.7055156111494,16.7693949243245,16.8244952230868,16.8746019238977,16.9194589448111,16.9587773728619,16.9940214714863,17.0327587905053,17.0740930431071,17.1148560359828,17.1646212941988,17.2234676122,17.3169839860577,17.3919563287185,17.4840375123396,17.5678545574202,17.6484106614018,17.7309947678436
Population density (people per sq. km of land area),EN.POP.DNST,France,FRA,106.859826943236,106.944755518056,107.47784924557,107.944550976503,108.347110667938,108.739220477531,109.124923753484,109.511629648298,109.916048476348,110.482964610659,111.242294079618,112.054859140268,112.872725844921,113.67558248686,114.515687606608,115.384282155615,116.19154205232,116.9126609881,117.567650491182,118.174078680393,118.75934742867,119.335112143576
